k2_reduced,energy_meV,baseline_weight,corrected_weight,delta_weight
0.024390243902439025,-43.33333333333333,0.04030768372414628,0.04516595354560696,0.004858269821460676
0.024390243902439025,-42.5,0.0381683615155697,0.041887212127635944,0.0037188506120662407
0.024390243902439025,-41.666666666666664,0.03636266381147474,0.03928655393886593,0.0029238901273911932
0.024390243902439025,-40.83333333333333,0.034813567869495354,0.03719814656448484,0.002384578694989488
0.024390243902439025,-40.0,0.033462567219020585,0.03551105306040345,0.002048485841382862
0.024390243902439025,-39.166666666666664,0.03224742348859537,0.03416115476533772,0.001913731276742353
0.024390243902439025,-38.33333333333333,0.03121756900246633,0.03311547649320275,0.0018979074907364175
0.024390243902439025,-37.5,0.030269441155172747,0.03237478042489465,0.0021053392697219057
0.024390243902439025,-36.666666666666664,0.02949183521555691,0.03196640899194097,0.0024745737763840585
0.024390243902439025,-35.83333333333333,0.02892543417390365,0.031945728416966246,0.0030202942430625976
0.024390243902439025,-35.0,0.02850795226991857,0.032407157791837386,0.0038992055219188165
0.024390243902439025,-34.166666666666664,0.028338162515073744,0.03349094505424397,0.005152782539170227
0.024390243902439025,-33.33333333333333,0.02859045567897608,0.03535996339938193,0.0067695077204058506
0.024390243902439025,-32.5,0.029363503320403914,0.036367500694973305,0.007003997374569391
0.024390243902439025,-31.666666666666664,0.030736515312429085,0.011379194175529263,-0.01935732113689982
0.024390243902439025,-30.83333333333333,0.03288890782777548,0.011340375834143645,-0.02154853199363184
0.024390243902439025,-30.0,0.036563038686272115,0.016404306800104053,-0.02015873188616806
0.024390243902439025,-29.166666666666664,0.04507579900458524,0.020104276656126192,-0.02497152234845905
0.024390243902439025,-28.33333333333333,0.03653087454821068,0.024287887863548758,-0.012242986684661925
0.024390243902439025,-27.5,0.025989643678615962,0.029073485714021838,0.003083842035405876
0.024390243902439025,-26.666666666666664,0.047350276680150814,0.03471496174345174,-0.012635314936699074
0.024390243902439025,-25.83333333333333,0.06875697188409957,0.041685611893575336,-0.027071359990524235
0.024390243902439025,-25.0,0.0837326421483302,0.05076136974491131,-0.0329712724034189
0.024390243902439025,-24.166666666666664,0.098526764643978,0.06267820948929757,-0.035848555154680425
0.024390243902439025,-23.33333333333333,0.030890587867300152,0.07511577768649635,0.0442251898191962
0.024390243902439025,-22.5,0.04225937448682643,0.07817652136531586,0.03591714687848943
0.024390243902439025,-21.666666666666664,0.045501338682605946,0.07097491758790789,0.02547357890530194
0.024390243902439025,-20.83333333333333,0.06188924105667591,0.06473259358110185,0.0028433525244259406
0.024390243902439025,-20.0,0.061711614090169245,0.061381769716589714,-0.00032984437357953117
0.024390243902439025,-19.166666666666664,0.05952641504897589,0.059757833673536064,0.00023141862456017154
0.024390243902439025,-18.33333333333333,0.059024368178495074,0.058914026656403856,-0.00011034152209121739
